                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20241206"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                             fe_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                           surf_avg_omega            surf_avg_omega_div_omega_crit                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                tri_alpha                        v_div_csound_surf                              num_retries                             model_number                                      age                              period_days                        binary_separation                                  v_orb_1                                  v_orb_2                                     rl_1                                     rl_2                   rl_relative_overflow_1                   rl_relative_overflow_2                              star_1_mass                              star_2_mass                        lg_mtransfer_rate                           lg_mstar_dot_1                           lg_mstar_dot_2                         lg_system_mdot_1                         lg_system_mdot_2                           lg_wind_mdot_1                           lg_wind_mdot_2                      fixed_xfer_fraction                        eff_xfer_fraction                                    J_orb                                     Jdot                                  jdot_mb                                  jdot_gr                                  jdot_ml                                  jdot_ls                        jdot_missing_wind                               extra_jdot                              donor_index                         point_mass_index 
                                       1                  1.7888543819998320E+003                  5.0000000000000000E+000                 -9.8999999999999986E+001                  3.2525749891599527E+000                                     2477                  1.1376243635399235E+000                  2.2733520996896522E-001                  7.8127319473257466E-008                  9.9999999987213828E-001                  9.9999999960823172E-001                  2.2752487270798472E-001                  7.8127319473257466E-008                  9.9999999987213828E-001                  9.9999999960823172E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6389930386465560E+032                  1.9279930443646718E+033                  2.5003172367577564E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.6333136729406134E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7167409390614852E+000                 -3.3740808706540811E+001                 -1.2342229822223228E+001                  2.7167409390614856E+000                  4.2341364919907054E+000                  5.6698986236433632E+002                  2.7535752938865787E+000                  4.3116782382637536E-001                  4.2747019839864011E+000                  1.8823569592503427E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4337690801547840E+000                  1.3156440420561080E+000                  1.6886413612834840E+001                  6.1730886998087464E-001                  8.4954213044487503E-001                  6.9908392802572994E-001                  2.8035354746956398E-001                  4.7753799288438511E-005                  9.3405622056412473E-003                  3.4468833607860781E-003                  9.3805276451495410E-003                  3.4987491935052581E+000                  1.4003458688924482E+000                  1.3591544420748698E+000                  2.6972465996027095E+000                 -3.3740808706540811E+001                  0.0000000000000000E+000                                        0                  1.0000000000000000E+000                  1.7888543819998320E+003                  1.1999999999948213E+002                  4.8300881241000656E+002                  1.9394234326449319E+002                  9.6971171632246591E+000                  8.1304774906735275E+001                  3.0417113671501147E+002                 -9.6680659751199471E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792630344375176E+054                 -1.6481170211773411E+032                  0.0000000000000000E+000                 -1.6481170211773411E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      10                  4.6436302246991836E+004                  5.0000000000000000E+000                 -9.8999999999999986E+001                  3.9652062035885760E+000                                     1003                  1.0850704059748639E+000                  2.1661461810129190E-001                  7.8127319306724012E-008                  9.9999999987870070E-001                  9.9999999961549346E-001                  2.1701408119497281E-001                  7.8127319306724012E-008                  9.9999999987870070E-001                  9.9999999961549346E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.8990731813740651E+032                  1.9626937072813622E+033                  2.5152492373805979E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.6756180110872324E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7321039313935125E+000                 -3.3644862874091885E+001                 -1.2944289813551190E+001                  2.7321039313935125E+000                  4.2330239542583916E+000                  5.4621026683961259E+002                  2.7373598590953381E+000                  4.2528518189538350E-001                  4.2864672678483844E+000                  1.9340480866983202E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4357020278693415E+000                  1.3190594217749685E+000                  1.6891740714164115E+001                  6.1740472164377913E-001                  8.4944130212593427E-001                  6.9888230362564618E-001                  2.8055751231515680E-001                  4.3459419268821970E-005                  9.3168865007062524E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.4985067301072470E+000                  1.4005735791204650E+000                  1.3506766479235215E+000                  2.7136733199193102E+000                 -3.3644862874091885E+001                  0.0000000000000000E+000                                        0                  1.0000000000000000E+001                  4.6436302246991843E+004                  1.1999999998657985E+002                  4.8300881237538482E+002                  1.9394234327144400E+002                  9.6971171635722015E+000                  8.1304774900907418E+001                  3.0417113669320872E+002                 -9.6725318018803452E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792630342053021E+054                 -1.6481170215219029E+032                  0.0000000000000000E+000                 -1.6481170215219029E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      20                  3.3395764619126602E+005                  5.0000000000000000E+000                 -9.8999999999999986E+001                  4.7570186640648240E+000                                     1004                  1.1109941341764153E+000                  2.1991368429328173E-001                  7.8127319306724012E-008                  9.9999999987870070E-001                  9.9999999961784458E-001                  2.2980838010886384E-001                  7.8127319306724012E-008                  9.9999999987870070E-001                  9.9999999961784458E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9974042549886736E+032                  1.9763738021118190E+033                  2.7032730877183326E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.5597639323844611E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7295440806363684E+000                 -3.3637569841136688E+001                 -1.2944289813551190E+001                  2.7295440806363684E+000                  4.2316893067823598E+000                  5.3568606759398585E+002                  2.7289103511596116E+000                  4.2372972287958199E-001                  4.2895781858799875E+000                  1.9479517074251238E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4358272144265039E+000                  1.3163306157600752E+000                  1.6888776754946825E+001                  6.1800470599913815E-001                  8.4881048771852730E-001                  6.9762067209262035E-001                  2.8183746561205841E-001                  4.4537753335818325E-005                  9.1716849318714475E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.4969223613714653E+000                  1.4020932044536725E+000                  1.3335374807385154E+000                  2.7117345678876448E+000                 -3.3637569841136688E+001                  0.0000000000000000E+000                                        0                  2.0000000000000000E+001                  3.3395764619126602E+005                  1.1999999990349167E+002                  4.8300881215242748E+002                  1.9394234331620595E+002                  9.6971171658103010E+000                  8.1304774863377034E+001                  3.0417113655280303E+002                 -9.6737025563867041E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792630327098849E+054                 -1.6481170237408231E+032                  0.0000000000000000E+000                 -1.6481170237408231E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      30                  2.1142140237084259E+006                  5.0000000000000000E+000                 -9.8999999999999986E+001                  5.5488311245410724E+000                                      993                  1.1619126093198682E+000                  2.2980838010886384E-001                  7.8127319306724012E-008                  9.9999999987213828E-001                  9.9999999960447061E-001                  2.4298623596756930E-001                  7.8127319306724012E-008                  9.9999999987213828E-001                  9.9999999960447061E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1330947967141237E+032                  1.9820735527303791E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7303881023159522E+000                 -3.3679004938024370E+001                 -1.2643259817887209E+001                  2.7303881023159526E+000                  4.2295056716470683E+000                  5.3646545555683463E+002                  2.7295417618209612E+000                  4.2841269848084063E-001                  4.2802122346774700E+000                  1.9063921220861230E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4345275170983989E+000                  1.3086244676159593E+000                  1.6877313799813241E+001                  6.2166582979600915E-001                  8.4498907657607980E-001                  6.8997784857204714E-001                  2.8957679244430856E-001                  5.0011474703537979E-005                  8.4069270768196112E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.4871678562928698E+000                  1.4117739134633822E+000                  1.3068285322209909E+000                  2.7136947060073182E+000                 -3.3679004938024370E+001                  0.0000000000000000E+000                                        0                  3.0000000000000000E+001                  2.1142140237084259E+006                  1.1999999938903184E+002                  4.8300881077193509E+002                  1.9394234359336025E+002                  9.6971171796680142E+000                  8.1304774630999063E+001                  3.0417113568344837E+002                 -9.6701650684899698E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792630234506615E+054                 -1.6481170374797805E+032                  0.0000000000000000E+000                 -1.6481170374797805E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      40                  1.3137092277591309E+007                  5.0000000000000000E+000                 -9.8999999999999986E+001                  6.3406435850173199E+000                                      967                  1.1366786414583281E+000                  2.2651081992233213E-001                  7.8127319306724012E-008                  9.9999999984245069E-001                  9.9999999951737506E-001                  2.3310493897824724E-001                  7.8127319306724012E-008                  9.9999999984245069E-001                  9.9999999951737506E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.2784913342219047E+032                  1.9324289922886186E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7514340637468284E+000                 -3.3674914415808509E+001                 -9.8999999999999986E+001                  2.7514340637468284E+000                  4.2206546094681796E+000                  5.6351399894983103E+002                  2.7509047093637529E+000                  4.5679629661001381E-001                  4.2234450384191238E+000                  1.6728039234483876E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4313580820799920E+000                  1.2860383473946659E+000                  1.6834672191042895E+001                  6.4712253565460243E-001                  8.1964084690031158E-001                  6.3928143743535459E-001                  3.4064008695857800E-001                  7.0837870181325799E-005                  5.5007857397653299E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.4254655283810420E+000                  1.4737122870502921E+000                  1.2088027769514902E+000                  2.7388026068242532E+000                 -3.3674914415808509E+001                  0.0000000000000000E+000                                        0                  4.0000000000000000E+001                  1.3137092277591307E+007                  1.1999999620363219E+002                  4.8300880222429004E+002                  1.9394234530942663E+002                  9.6971172654713325E+000                  8.1304773192175702E+001                  3.0417113030063382E+002                 -9.6478884638731388E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792629661199877E+054                 -1.6481171225477940E+032                  0.0000000000000000E+000                 -1.6481171225477940E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      50                  3.3307050526274141E+007                  5.0000000000000000E+000                 -9.8999999999999986E+001                  6.2363041863007318E+000                                      961                  9.8908099279568384E-001                  1.9600702418029370E-001                  7.8127318862634802E-008                  9.9999999977213816E-001                  9.9999999927775218E-001                  2.0506993818746511E-001                  7.8127318862634802E-008                  9.9999999977213816E-001                  9.9999999927775218E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4811045759967067E+032                  1.8277282888248330E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8000222785360247E+000                 -3.3143090023478464E+001                 -9.8999999999999986E+001                  2.8000222785360247E+000                  4.2075835100893331E+000                  6.3032735375007235E+002                  2.7995661542221533E+000                  5.0726921779690770E-001                  4.1224991960453359E+000                  1.3258646633520641E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4363873218943946E+000                  1.2761005639001022E+000                  1.6790474856810611E+001                  7.1057363588324596E-001                  7.6441133386733784E-001                  5.2882253856274619E-001                  4.5143941821092642E-001                  9.2236122610088738E-005                  2.8089103452361088E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.3033050099587626E+000                  1.5961549141868057E+000                  1.0470943982766707E+000                  2.7922826431477081E+000                 -3.3143090023478464E+001                  0.0000000000000000E+000                                        0                  5.0000000000000000E+001                  3.3307050526274141E+007                  1.1999999037490235E+002                  4.8300878658357931E+002                  1.9394234844953112E+002                  9.6971174224765573E+000                  8.1304770559378042E+001                  3.0417112045101476E+002                 -9.6044938971889793E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792628612147792E+054                 -1.6481173136729536E+032                  0.0000000000000000E+000                 -1.6481173136729536E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      60                  4.8588874263152368E+007                  5.0000000000000000E+000                 -9.8999999999999986E+001                  6.1380393340195560E+000                                      957                  8.5847351100885039E-001                  1.6974527944990914E-001                  7.8127319084679407E-008                  9.9999999967057618E-001                  9.9999999894686575E-001                  1.7629050328749962E-001                  7.8127319084679407E-008                  9.9999999967057618E-001                  9.9999999894686575E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5279595473606321E+032                  1.7106605783810778E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8425278976544224E+000                 -3.2489254845011295E+001                 -9.8999999999999986E+001                  2.8425278976544224E+000                  4.1944367753853893E+000                  6.9505855756371636E+002                  2.8420213947419062E+000                  5.5479030746467028E-001                  4.0274570167098114E+000                  1.0652634264702772E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4452145739191131E+000                  1.2829079376336818E+000                  1.6764717178966986E+001                  7.8429714187069677E-001                  7.1148180534834393E-001                  4.2296355481344555E-001                  5.5744686884337025E-001                  1.0412556614523392E-004                  1.6387867999558339E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.2007251239121888E+000                  1.6988428576106800E+000                  8.8176461469731737E-001                  2.8377481085936611E+000                 -3.2489254845011295E+001                  0.0000000000000000E+000                                        0                  6.0000000000000000E+001                  4.8588874263152361E+007                  1.1999998595874901E+002                  4.8300877473335123E+002                  1.9394235082864009E+002                  9.6971175414320054E+000                  8.1304768564631573E+001                  3.0417111298842354E+002                 -9.5587605957549904E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792627817330545E+054                 -1.6481174584274294E+032                  0.0000000000000000E+000                 -1.6481174584274294E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      70                  6.0643032456384681E+007                  5.0000000000000000E+000                 -9.8999999999999986E+001                  6.0318897406748677E+000                                      956                  7.3862008748171315E-001                  1.4700194000669276E-001                  7.8127319528768617E-008                  9.9999999949245155E-001                  9.9999999842709730E-001                  1.5346912007254787E-001                  7.8127319528768617E-008                  9.9999999949245155E-001                  9.9999999842709730E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4114223209410247E+032                  1.5612861822690966E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8793245725935437E+000                 -3.1730530352842393E+001                 -9.8999999999999986E+001                  2.8793245725935437E+000                  4.1789374574442553E+000                  7.5637974333105558E+002                  2.8787398894520280E+000                  6.0414819070200065E-001                  3.9287412502351504E+000                  8.4867468964193358E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4564463032575219E+000                  1.3018865991709536E+000                  1.6749060337546648E+001                  8.7507914305733758E-001                  6.5856468018993608E-001                  3.1712934000536791E-001                  6.6335966020363202E-001                  1.1310784374641926E-004                  1.0230029432476322E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.1121933381978732E+000                  1.7874184791988361E+000                  6.9071889642183226E-001                  2.8765023648780050E+000                 -3.1730530352842393E+001                  0.0000000000000000E+000                                        0                  7.0000000000000000E+001                  6.0643032456384659E+007                  1.1999998247532881E+002                  4.8300876538600272E+002                  1.9394235270525894E+002                  9.6971176352629502E+000                  8.1304766991194285E+001                  3.0417110710200171E+002                 -9.5056526832800603E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792627190386159E+054                 -1.6481175728191788E+032                  0.0000000000000000E+000                 -1.6481175728191788E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      80                  7.0166125760663003E+007                  5.0000000000000000E+000                 -9.8999999999999986E+001                  5.9321593659353526E+000                                      958                  6.3095234238319964E-001                  1.2542061024663409E-001                  7.8127319750813222E-008                  9.9999999922370175E-001                  9.9999999757893843E-001                  1.2859062543813737E-001                  7.8127319750813222E-008                  9.9999999922370175E-001                  9.9999999757893843E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1287703900291644E+032                  1.4060533552616391E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9100775762615410E+000                 -3.0786917956694285E+001                 -1.2245319809215172E+001                  2.9100775762615414E+000                  4.1605754744042684E+000                  8.1165393337624664E+002                  2.9093708976386168E+000                  6.5618766087526725E-001                  3.8246623098886174E+000                  6.6782444191533314E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4708445174057312E+000                  1.3360319467500734E+000                  1.6745922874699570E+001                  9.9014317979712307E-001                  6.0544073015577138E-001                  2.1088145481904685E-001                  7.6965171108247366E-001                  1.2161121974862489E-004                  6.8137241541395624E-004                  3.4468833607860785E-003                  9.3805276451495428E-003                  3.0366770015681657E+000                  1.8629495702965990E+000                  4.6153579251085380E-001                  2.9085286999578317E+000                 -3.0786917956694285E+001                  0.0000000000000000E+000                                        0                  8.0000000000000000E+001                  7.0166125760663018E+007                  1.1999997972333746E+002                  4.8300875800135748E+002                  1.9394235418783612E+002                  9.6971177093918062E+000                  8.1304765748138479E+001                  3.0417110245157738E+002                 -9.4427223085986733E-001                 -1.0000000000000000E+000                  5.0000000000000000E+000                  1.0000000000000000E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4792626695084008E+054                 -1.6481176630564283E+032                  0.0000000000000000E+000                 -1.6481176630564283E+032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
